,Title,Platform,Userscore,Comment,Username
2147,Jamestown: Legend of the Lost Colony,PC,10,"It seems to me while a lot of people here enjoy the game, they still often lack the insight of having played shmups for years. Because as somebody who has played dozens of them extensively, I can tell you that Jamestown is not only great but a damn steal!In harsh contrast to almost any shmup out there, Jamestown offers numerous bonus features at a price that is also well below almost anyIt seems to me while a lot of people here enjoy the game, they still often lack the insight of having played shmups for years. Because as somebody who has played dozens of them extensively, I can tell you that Jamestown is not only great but a damn steal!In harsh contrast to almost any shmup out there, Jamestown offers numerous bonus features at a price that is also well below almost any shmup out there.So lacking online multiplayer or not, considering the huge amount of content (while also not looking amateurish) one gets for that ridiculous price, it deserves no less than a perfect rating!And for uneducated gamers who complain about it only having a couple of levels: take a look at games like DoDonPachi Dai Ou Jou that were released as full price games for consoles or newer arcade PCBs that cost multiple hundreds of dollars!! If you're not into the genre in general and don't see a point in score hunting on the same couple of levels over and over again, that's fine - but don't act like this is expensive when nothing could be farther from the truth.",sh4dow
2148,Poker Smash,Xbox360,9,"First off, don't listen to the 'Eurogamer' review. Second, this game is easily one of the most addictive XBLA games I've played. But, then again I am a fan of the puzzle genre. The premise is simple: Colored card tiles start at bottom and move to top. You need to make poker hands with the before they reach the top or it's game over. Of course, like any puzzle game,First off, don't listen to the 'Eurogamer' review. Second, this game is easily one of the most addictive XBLA games I've played. But, then again I am a fan of the puzzle genre. The premise is simple: Colored card tiles start at bottom and move to top. You need to make poker hands with the before they reach the top or it's game over. Of course, like any puzzle game, each level gets faster and faster, but they do give you a ""slow mo"" meter that you can use if you're in trouble. And bombs, which can be placed on any one card to eliminate it. More bombs are earned by filling up a ""combo meter"".That's really the basis of the game. There are other game modes such as 'Puzzle' (in which you have to solve puzzles to eliminate all the cards on the board), timed mode, and multiplayer. The Trial Game gives you a good idea of what you're getting, so give it a try. I'm definitely putting this one up there with Lumines and Hexic HD.",Sean
2149,Tales From The Borderlands: Episode 2 - Atlas Mugged,PlayStation4,10,"The true core of a video game is its story and The Tell Tale franchise has succeeded again in creating an outstanding story. This game is funny, entertaining and its characters will trap you from beginning to ends.",Atalexei
2150,Kohan II: Kings of War,PC,10," This game is must for every strategy gamer. 1. Beautiful graphics, very detailed. A lot of love and care has gone into it. However, the slow/chunky scrolling can be quite a pain in the .... 2. The four races are quite different and each has its unique flair. 3. More strategy in this one than in any other RTS I played (except Kohan I) - this includes Blitzkrieg, WC3, Starcraft, Ground This game is must for every strategy gamer. 1. Beautiful graphics, very detailed. A lot of love and care has gone into it. However, the slow/chunky scrolling can be quite a pain in the .... 2. The four races are quite different and each has its unique flair. 3. More strategy in this one than in any other RTS I played (except Kohan I) - this includes Blitzkrieg, WC3, Starcraft, Ground Control. 4. GREAT SOUND - both effects and music. 5. Cool, convincing gameworld (A LOT BETTER than WC3) 6. This is not a title driven by a popular franchise but rather a title driven by its depth of gameplay and multiplayer fun/challenge. 7. Help timegate and give them some money by buing it - its a small developer doing great things for the PC-community. Oliver ",OliverK.
2151,Metal Gear Online,PlayStation3,10, Amazingly addictive!,EvanB.
2152,Xenosaga Episode III: Also sprach Zarathustra,PlayStation2,10, Love at first sight. This game is great and the story line is awsome! The characters new looks are great and the battle system was perfect. Best game ever!,JackieS.
2153,Phoenix Wright: Ace Attorney - Spirit of Justice,3DS,9,"This game lives up to the hype, the cultural influence, the story, the entirety of the game is amazing, the game feels and looks like duel destinies but really feels like i am playing the older games. The voice acting and soundtrack are on part. You can investigate almost anything and everything, and the comedy is there as well. definitely worth the 30$",snakekill321
2154,The Age of Decadence,PC,10,"Very good RPG with great, well-executed ideas. Above average in nearly all its systems and content. Iron Tower Studio definitely deserves more support.",Berengarius
2155,Galactic Civilizations III,PC,5,"Its a good game, but a little boring and I believe that this is due to ""easy mode"" economics. One of the biggest challenges in galciv2 was to balance production, economy, research and approval. Well in galciv3 economy is stupid easy to maintain. Its trivial to maintain positive income even with no economic improvements on planets. Further, production seems to the king of all resources inIts a good game, but a little boring and I believe that this is due to ""easy mode"" economics. One of the biggest challenges in galciv2 was to balance production, economy, research and approval. Well in galciv3 economy is stupid easy to maintain. Its trivial to maintain positive income even with no economic improvements on planets. Further, production seems to the king of all resources in this game as you can convert production to other types resources (like money or research as you could in Galciv2) but you can increase production much more easily than the other two and you can set up production based planets almost 3-4 times as fast. Since there are so many ways to amplify production, you can easily have a planet with 2x-3x as much production than any other possible resource with their bonus buildings. As a result, my main production center almost always acts as my best research planets (same for money but I never need money in this game)... very disappointing when you consider how much longer it takes to build research planets, one would think there should be a reward for it but nope, you are better off making all production and converting to research.My only other gripe is the AI. It seems to me that the AI cheats in higher difficulties rather than playing by the rules. I am not sure if Galciv2 was that way but I dont like that because it cheapens a win and a loss does not really feel like a loss since I know the AI is cheating.Overall a good game despite the above gripes. Much of the old game is in Galciv3 but I really did not think that any of the new additions made the game any better. I think Galciv2 is a better game.",Mar-77
2156,Stories Untold,PC,5,"Stories Untold is a rather odd game from Devolver Digital, which seems to sort of be their thing. At first, it appears to be some sort of weird text adventure thing, though in a “game within a game” sort of environment, as you are playing the game on a computer on a desk inside your computer.The game has a very 1980s vibe to it, which isn’t surprising, because it is set in 1986. ItStories Untold is a rather odd game from Devolver Digital, which seems to sort of be their thing. At first, it appears to be some sort of weird text adventure thing, though in a “game within a game” sort of environment, as you are playing the game on a computer on a desk inside your computer.The game has a very 1980s vibe to it, which isn’t surprising, because it is set in 1986. It reminds me somewhat of the 1980s Twilight Zone, or similar shows; the first story immediately makes you realize that the game is going to be rather meta, but the game has a number of additional twists in store as you go through its four episodes.That being said, I use the term “game” somewhat loosely here; this is a strictly linear storytelling experience, and is almost entirely concerned with following directions rather than solving puzzles or interacting with the environment in any sort of meaningful way. Rather, this is more like an interactive made-for-TV movie, or perhaps miniseries – and it is about as long as one, too, clocking in at about 2 hours and 15 minutes to complete.While this seems to be a horror game at first, it is not the “random monster jumps out and scares you” kind of horror, and while the first episode does a reasonable job of messing with you, the later ones become much less creepy, though all of them have at least somewhat worrisome aesthetics to them.As the game goes on, increasingly more gameplay mechanics are added, and while the game never becomes complex, and you never really do much more than follow directions, the extremely limited adventure game interface is actually limited to only a couple portions of the game.All that being said, this is a very, very simple game. While this is not a walking simulator, this is still a very narrative-focused game with very little actual gameplay, perhaps more like a visual novel than anything else, though its interface is, if anything, most reminiscent of Don’t Touch Anything in terms of being in a very narrowly confined space most of the time, with just one or two screens of actual “content” per episode (though the finale is more complicated).Sadly, said interface is also clunky at times; the text adventure sections are particularly frustrating at times due to the fact that the interface is not always very smart about what you’re telling it to do, and there were a couple points where I struggled to do what I was trying to do due to needing to find the “magic words” so to speak.The only other major problem with the game is the fact that, in the end, the story as it ultimately pans out isn’t really nearly as twisty as you would have hoped based on all the other twists in the game. In fact, I was rather disappointed with the ending, as I was hoping that there was going to be one more twist, or rather, that what you were being pushed towards was not what had really happened, but was yet another lie. Alas, it was missing that extra layer, which I think might have added something more to the experience.If you’re looking for gameplay, this is probably not the place to go looking. And if you aren’t super enamored with dark stories with dark twist endings, this isn’t likely to be up your alley either. If you like a 1980s vibe, though, and a darker sort of vibe, this might be something you’d be interested in. It is certainly a different sort of game.",TitaniumDragon
2157,Pinball Fantasies,PSP,10,"I really enjoyed this game,and they ported from AMIGA to PSP and it was great,just i wanna say that this game is kinda hard.But for this PSP-Minis,i recommended to you all to play this game,very addicting game!",murut87
2158,Catan,Xbox360,8, The tool from EuroGamer who had a problem with (gasp!) holding down two buttons (the horror!) needs to get a freaking clue. Lack of local multiplayer does suck though.,I.B.
2159,Tiger Woods PGA Tour 09 All-Play,Wii,9," Not perfect, but still the best golf game I've ever played. Lots of fun extras as well.",Dan
2160,Slime Rancher,PC,10,"For sure, this game grabbed me completely. At first, I thought it would be weird... a farm game of slimes where you collect their poop? I never thought it would be so funny and relaxing... but it is! I can't give another rate but 10. Call me weirdo, but I've played more than 90 hours at Steam, i don't know why, but I really liked it, maybe it's because it's the perfect game for who wantsFor sure, this game grabbed me completely. At first, I thought it would be weird... a farm game of slimes where you collect their poop? I never thought it would be so funny and relaxing... but it is! I can't give another rate but 10. Call me weirdo, but I've played more than 90 hours at Steam, i don't know why, but I really liked it, maybe it's because it's the perfect game for who wants to play and listen a podcast while, or maybe because I keep waiting for each update to see what's the newest slime added, or maybe because this game is the best game indie I've played in mounths.> Simple gameplay>Clean audio>Beautiful and charming graphics>Periodic Updates>Offline (you can play during a trip, for example)>Can be repetitive after some time playingFinal score: 9.7",Guaxinimzinho
2161,Nelly Cootalot: The Fowl Fleet,PC,10,This is a really lovely game. Full of charm and splendid humour. I really enjoyed playing it. I was a Kickstarter backer for it and got way more than promised! Totally recommend playing it!,Kala_T
2162,Order of Battle: Pacific,PC,0,"Game is very much like Panzer Corps or Panzer Korps just in reverse. You know PC starts out in Europe and goes to America, this starts out in America and goes to Europe in DLC (money grab content). It's not very good and the AI is horrible. Fine if you want to waste your time against an opponent that will let you win if you got any brains at all. Sits there in a lot of scenario's neverGame is very much like Panzer Corps or Panzer Korps just in reverse. You know PC starts out in Europe and goes to America, this starts out in America and goes to Europe in DLC (money grab content). It's not very good and the AI is horrible. Fine if you want to waste your time against an opponent that will let you win if you got any brains at all. Sits there in a lot of scenario's never moving just totally a rock until you eliminate it. I suggest a no buy until all these wargame developers start making games with an actual AI that plays to defeat you.",rtwfreak
2163,Mass Effect 2: Overlord,Xbox360,9," Very solid add-on, though it's not very long (I finished it in about 90 minutes). Despite it's somewhat short length, it's highly playable, and satisfyingly bizarre. It's much darker in tone than any level in the core game, and it features some great psychedelic graphics and mind-f*cks that will make it worth playing through a few times. Highly recommended.",Matt
2164,MX Unleashed,Xbox,10, This is radical bungee style dood.,BungeeL.
2165,Fatal Frame II: Crimson Butterfly,PlayStation2,8,"Fatal Frame II: Crimson Butterfly is and improvement from the first in some ways, and weaker in others.Where it improves:-Well to start off, it all the Fatal Frame games, items do not res-pawn, so if you used up all your film in the first one when fighting ghosts, you were screwed. Same went for medicine, and towards the later parts of the game this started to piss me off, and ratherFatal Frame II: Crimson Butterfly is and improvement from the first in some ways, and weaker in others.Where it improves:-Well to start off, it all the Fatal Frame games, items do not res-pawn, so if you used up all your film in the first one when fighting ghosts, you were screwed. Same went for medicine, and towards the later parts of the game this started to piss me off, and rather than feel like a difficult challenge, it felt like an unfair trap. Fatal Frame 2 offers a default film that doesn't run out, but is weak. This at least gives you a fighting chance if you run out of film, and makes it so that you are still provided with a challenge-More interesting and difficult puzzles. The puzzles Are more difficult to solve, and actually vary unlike the first one-Is more scary. The ghosts are scarier. They look scarier, and creepier, and act creepier too. They can be unpredictable, and hard to see even when visible because they blend in. Where in the first game, the ghosts were blue, so easy to see, but in this one they are grey.-THE GAME IS LONGER!! Fatal Frame was between 4-5 hours long. This is almost 11 hours long!Where the game weakened:-Well, just as a side note, the game still has you backtrack a lot, but thankfully the game varies wile you do this. But what really hurts the game a little bit is that it's wide open, so 1/6 of the game feels like running long distances all for the sake of backtracking. This is not really a major issue, because the game keeps you entertained while doing so.-Some of the puzzles can be unfair. This happened twice in the game. There are two puzzles where there is a door in the wall, and it doesn't look like a door, it just looks like a wall. Unless you walk around pressing ""X"" on EVERYTHING in the entire room, you won't find it. I ended up searching up where these doors were.All pros and cons aside, Fatal Frame II is an improvement with inevitably a few problems, but it has interesting gameplay, scary moments, and creates the effects you expect from it's genre :D",sckolar
2166,Secret Weapons Over Normandy,PlayStation2,10,This GAME/ is a piece of junk! I have played a lot of PS2 games in my time buit NOTHING as bad as this. I intend to smash the CD so that some poor Gamer doesn't go through the misery of trying tp play it. Lucas Arts should be selling blank CDs instead of ruining them by recording games like this one!forlornjohn,forlornjohn
2167,NHL Hitz Pro,Xbox,10, This year NHL Hitz forced me to return EA's and Sega's games - it's the best hockey game I've seen since NHL '94 for the Genesis.,WilliamI.
2168,Pokemon Pinball: Ruby & Sapphire,GameBoyAdvance,10, I love pokemon and I like pin ball and I want it now.,VincentH.
2169,Freekstyle,PlayStation2,4,A great game ruind by the horrible A.I,MarkH.
2170,Bomberman Generation,GameCube,10, D-Bomberman-Generation-X!! This game rules. I love just playing the oldskool bomberman modes but then they got the 3D adventure mode so it makes it all the better. Go down to your local Best Buy or Curcuit City and Buy this game because if you dont then i got 2 words for you!! SUCK IT!,MikEPaynE
2171,Empire Earth,PC,10,"I grew up with RTS games such as this as well as Age of Empires II. Empire Earth and Age of Empires have their similarites, but I believe they are quite different games. The campaigns of Empire Earth are historically accurate and a bunch of fun to play. Skirmish mode is great too. If you enjoy slower paced RTS games than Empire Earth is a game that is certainly worth buying, if not, thenI grew up with RTS games such as this as well as Age of Empires II. Empire Earth and Age of Empires have their similarites, but I believe they are quite different games. The campaigns of Empire Earth are historically accurate and a bunch of fun to play. Skirmish mode is great too. If you enjoy slower paced RTS games than Empire Earth is a game that is certainly worth buying, if not, then try Age of Empires. Either way this is up there on the best RTS games ever list.",Mikester7
2172,Ooga Booga,Dreamcast,8,"The game has okay grapics the controls are very easy to master, the only thing that bothers me is how long it takes to load.",RobJ.
2173,Star Trek: Deep Space Nine: The Fallen,PC,9,It's cool.,ChrisM.
2174,Railroad Tycoon II: Gold Edition,Dreamcast,10, Wow this game rocks!!,MarD.
2175,Parasite Eve,PlayStation,10," The reception that Parasite Eve was given when it was first released was hard to swallow, possibly because people expected more from the creators of Final Fantasy 7. Because both games did not receive the mediocre reviews, the series has been dead for a number of years until now it's finally getting a well deserved new game for the PSP and hopefully the PS3. it started to grow on The reception that Parasite Eve was given when it was first released was hard to swallow, possibly because people expected more from the creators of Final Fantasy 7. Because both games did not receive the mediocre reviews, the series has been dead for a number of years until now it's finally getting a well deserved new game for the PSP and hopefully the PS3. it started to grow on those that criticized this most underappriecated game of all time. Parasite Eve is one of the most original RPG Survival Horror hybrid I had the pleasure of playing. The story, music and characters may not be of a fantasy world but they capture a mirror reflection between the reality of New York City to a world unexplored.",ChrisH
2176,Minit,PlayStation4,8,"MinitGood for all of themMinit is an adventure game where you play as a little white blog looking thing as you attempt to end a curse that ends each day after one minute.You have 60 seconds to do as much in this game as you possibly can...completing tasks for new items...setting up a domino effect to then be able to complete other tasks... and progress through the differentMinitGood for all of themMinit is an adventure game where you play as a little white blog looking thing as you attempt to end a curse that ends each day after one minute.You have 60 seconds to do as much in this game as you possibly can...completing tasks for new items...setting up a domino effect to then be able to complete other tasks... and progress through the different points on the map...however the world doesn’t reset itself, every time you die the progress you’ve made is saved, so this game isn’t asking you to beat it in 60 seconds.. It actually took me around 1 and a half hours... but I set out to uncover as many of this games secrets as I could find and its full of them.. there are optional areas, items, and mysteries to discover…as you crawl through the map you’ll unlock new respawn areas, and if you find a certain secret in the game you’ll be able to later fast travel through each..It’s a really hard game to try and describe...it’s hard to go into detail without spoiling the mystery of the world...you simply find a sword on the beach and this sends you off on an adventure to life the 60 second curse...There are the occasional enemies, secret hearts to give you more healthit’s fun and challenging remembering where you need to go with your newly acquired item, and realizing you can now take this shortcut with your new ability, the game is hard to pick down...it never came close to feeling like it overstayed its welcome, it left me wanting more..I do feel there was a lack of buildup to this games ending... it felt a bit abrupt but I enjoyed my time with minit...This is one of those games that I feel anyone can pick up and enjoy..I give minitan 8/10",SuperkenGaming
2177,Valiant Hearts: The Great War,XboxOne,7,"Its refreshing to see a game that focuses on a a personal and emotional war story versus a focus strictly on the fighting.  Valiant Hearts is one of the best games I've played in awhile.  It was a breath of fresh air to play a game that involves simple, yet challenging puzzles.  The game's mechanics and controls are all solid.  What stands out the most in Valiant Hearts is its beautifulIts refreshing to see a game that focuses on a a personal and emotional war story versus a focus strictly on the fighting.  Valiant Hearts is one of the best games I've played in awhile.  It was a breath of fresh air to play a game that involves simple, yet challenging puzzles.  The game's mechanics and controls are all solid.  What stands out the most in Valiant Hearts is its beautiful comic book artsyle.  The game utilizes this look amazingly and it really immerses you in the game.  The minimal hud enhances this greatly.  The game has a lot of content for its 15 dollar price tag and even has collectibles to find and lots of history logs to read about the war.  The cartoony art style sets a good contrast against the dreary backdrop of WWI and helps add comical relief.  The puzzles throughout the game constantly had me smiling while solving them.  I'd highly recommend this game if you are looking for something different than the usual shooting/fighting games nowadays.",wesker2012
2178,Fast RMX,Switch,8,"Great graphics, fun gameplay and that familiar feeling.This feels like an F-Zero game and plays like one too. But! It's not.You can play well with the Joy Con controllers individually which makes it a great purchase as you can play multiplayer without purchasing more input devices.",bfrposh
2179,Maldita Castilla EX: Cursed Castilla,XboxOne,10,"This game is all I remember arcades to be, just awesome gameplay from second 1. It drives a straight line to memory lane, but then it delivers higher on results and expectations. Sometimes I felt cheated by my memory on how awesome something was when re-doing it as an adult; however Maldita Castilla EX takes all that is good and updates it to what I can appreciate today.",egaspar
2180,Sam & Max Episode 101: Culture Shock,PC,9," This is a great puzzle-type adventure game. The puzzles are amusing and can be logically worked out, the humor is entertaining, and the graphics are pretty decent. My only complaint is short the game is even for just being a single episode in the series. It can easily be beat in a day.",NickG.
2181,Overcooked!,PC,9,"Along with Broforce, this is one of the best party games (on PC or not) in recent years. We screamed and laughed so hard! Such a shame it does not have online co-op which is why I gave it a 9 instead of a 10.",crimsondoor
2182,Prince of Persia Classic Trilogy HD,PlayStation3,7,"The Prince of Persia Trilogy is one of many re-release we've seen the last years, and like a lot of them its interest only depends on whether or not you already played the originals.The three games are great : Sands of Time is a milestone of videogaming, and both Warrior Within and Two Thrones build on this awesome gameplay, mixing platform, puzzles and a little of fight, to deliverThe Prince of Persia Trilogy is one of many re-release we've seen the last years, and like a lot of them its interest only depends on whether or not you already played the originals.The three games are great : Sands of Time is a milestone of videogaming, and both Warrior Within and Two Thrones build on this awesome gameplay, mixing platform, puzzles and a little of fight, to deliver similar experiences. There's no talk about the quality of this games, and having the three in one purchase makes the Prince of Persia Trilogy an affordable title that will occupy you for 35 hours more or less.But if you already played this game, this ""HD"" edition offers very small additional value, the 3D is horrible, the HD effect non visible, the trophies made in a lazy way (finish the game in the higher difficulty, doesn't unlock the trophies for the lower difficulties), really nothing ""new"" here and therefore no interest for previous Prince of Persia fans.",BaronMonaco
2183,Mirror's Edge,PC,10,"This is such a great game with superb production values! Got tons of action and excitement. keeps you wanting to push on until the end.. Not a very long game, which is how  i like it...Music: great (trancey techno, ambient, space, etc).. loved itControls: excellent... takes a short while to get used to it.. also got a good tutorial levelworld design: excellent .. looks like aThis is such a great game with superb production values! Got tons of action and excitement. keeps you wanting to push on until the end.. Not a very long game, which is how  i like it...Music: great (trancey techno, ambient, space, etc).. loved itControls: excellent... takes a short while to get used to it.. also got a good tutorial levelworld design: excellent .. looks like a pretty massive world..combat: excellent.. not too difficult, not too easygraphics: excellent.. however some sections had excessive colour saturation... story: pretty good, although I didn't follow the plot very well (probably me.. i confuse easily)definite must-buy...",hellznrg
2184,Danganronpa 2: Goodbye Despair,PlayStationVita,10,"This is a fantastic game.If you've played the 1st game, you owe yourself to play this game. If you haven't played the 1st game Danganronpa: Happy Trigger Havoc, play it—so that you can play this game. Danganronpa 2 builds strongly upon the 1st game; in other words, to get the most enjoyment out of this game, play both games.The story-line is wonderful; it had me wondering andThis is a fantastic game.If you've played the 1st game, you owe yourself to play this game. If you haven't played the 1st game Danganronpa: Happy Trigger Havoc, play it—so that you can play this game. Danganronpa 2 builds strongly upon the 1st game; in other words, to get the most enjoyment out of this game, play both games.The story-line is wonderful; it had me wondering and guessing the whole time. The characters felt real and in the end, I became attached to them. The game-play of the class trials is improved this time around—it flowed better. Overall, this game is better than its predecessor. I loved the characters more, and the story blew my mind away (...and I thought the 1st game was intense).Verdict: INSTANT BUY. This game is marvelous. I highly recommend it. A lot of people are missing out on it. Don't be that person to miss out on this game!",Peezaroni
2185,Worms: Open Warfare 2,DS,9," Having never played a worms game before I didn't know what to expect. I am blown away at the highly addictive and perfectly paced gameplay. The fort mode is an awesome idea, i recommend this to anyone who likes strategy games.",BenA.
2186,TrackMania 2 Canyon,PC,2,"It's all about graphics, only graphics. This game is very, very boring. There isn't anything new compared to the old versions, the interface itself is almost a ripoff. I'm sorry for Nadeo, but this would work better as an add-on for TM Forever. Driving lacks of techniques to learn and gets repetitive after a few hours of play. Engine seems to be outdated. Sound was the big negative pointIt's all about graphics, only graphics. This game is very, very boring. There isn't anything new compared to the old versions, the interface itself is almost a ripoff. I'm sorry for Nadeo, but this would work better as an add-on for TM Forever. Driving lacks of techniques to learn and gets repetitive after a few hours of play. Engine seems to be outdated. Sound was the big negative point of older versions and TM2 didn't improve even a bit. The maps looks all the same. While old versions were realistic, but in their own physic rules, TM2 is so artificial, not as titles like 'Drift city', but that kinda breaks the feeling. Many things are not intuitive, editor looks a bit messy, the game lacks of a guide and help section. There's not even two months from the release and 95% of Online servers are empty and the average amount of people Online is decreasing a lot last days. TM2 isn't worthy to buy and, except for the graphics it's by far the weakest game of the TrackMania series. As a recommendation, I suggest TrackMania United Forever, which is a must buy for all racing games fans.",jamie0904723
2187,Motorsport Manager,PC,9,"Just finished the tutorial which is already enough to give a firstlook, since it includes a complete race and a walkthrough through all the menues. Overall, this took me around a hour, so it is pretty in-depth in detailed.I started with the second worst team, because I like the idea of making it from the bottom to the top, even though this may take some time. The missing license ofJust finished the tutorial which is already enough to give a firstlook, since it includes a complete race and a walkthrough through all the menues. Overall, this took me around a hour, so it is pretty in-depth in detailed.I started with the second worst team, because I like the idea of making it from the bottom to the top, even though this may take some time. The missing license of original teams and drivers is not a big deal and once this game gets modding support, thanks to Steam Workshop, this may change.I'd like to create a Pro/Cons list, but even without wearing fanboy glasses, I don't have any Cons in mind so far. But this could change over time. Maybe the game gets boring fast or hilariously unrealistic. Who knows. If that's the case, I'll edit this review.But for now, the game runs perfectly fine for me without any issues on max details with locked 60fps (no need to cry here. You seriously don't need those 200fps). You can really feel polish under your nails when scratching over the games surface. The overview doesn't suffer from all those menues like in EAs FM games (at least for beginners). The ""controls"" in a live race are pretty simple and easy to understand. Graphics look great for this a simulator game.I love it so far and will hopefully be able to make enough money to build a wall in front of Mexi.. to beat ""Mercedes""!",Coro_yy
2188,WWE SmackDown vs. Raw 2010,PlayStation3,0, Ugh... Another wrestling game. This was more of the same. How are rednecks still getting their hands on video game consoles.,JamesS
2189,Capcom vs. SNK 2: Mark of the Millennium 2001,PlayStation2,1, Where the hell are the cheat codes and how the hell can u pull of special moves?,MustangMatt
2190,Onimusha: Dawn of Dreams,PlayStation2,10, This is one of the best games in game history. I love how the missions can start of as easy then moderate and very difficult. I hope capcom make some more games of the onimusha series.,ChrisP
2191,Pokemon FireRed Version,GameBoyAdvance,9,"Completely a reminder of the classical catch and battle monster RPG. Everything is handled with care , also the addition to get more pokemon, for the Ruby, Saphire and Emerald.",Watermelon789
2192,Perfect Dark Zero,Xbox360,4," Laughable storyline, cumbersome controls, confusing map layouts, unbalanced weapons, annoying multiplayer announcer, and uncanny-valley-quality character models reveal this title's obvious launch game heritage. It's graphics may be the game's one saving grace. For some tried and true multiplayer FPS action, do yourself a favor and play some high-res 360 Halo 2 or better Laughable storyline, cumbersome controls, confusing map layouts, unbalanced weapons, annoying multiplayer announcer, and uncanny-valley-quality character models reveal this title's obvious launch game heritage. It's graphics may be the game's one saving grace. For some tried and true multiplayer FPS action, do yourself a favor and play some high-res 360 Halo 2 or better yet, some old-school N64 Goldeneye.",AdamB.
2193,FIFA Soccer 2005,PlayStation2,7," Really nice graphics, but the gameplay is no fun at all. I you want nice graphics and official teams and players, choose FIFA 2005. If you want great gameplay, go Pro Evolution Soccer 4.",J3nzB.
2194,Star Wars Jedi Knight: Jedi Academy,PC,10," The best game I've ever played, multiplayer is the best. Using the saber alone without force powers is tough enough I've been playing the game now for five years a half hour a night (recently) and it still has me hooked. Someday I hope they make an mmo with sword technique.",ShawnW
2195,Cities: Skylines - Xbox One Edition,XboxOne,8,"This Xbox One version is a pretty damn good port of the original PC sim. Controls actually work really good considering keyboard and mouse is now out of the equation. The only real con I have so far is the graphics can get a little ""fuzzy"" and there is the occasional framerate stutter. It's too bad none of the DLC is included and I hope it becomes available soon. Consoles definitely lackThis Xbox One version is a pretty damn good port of the original PC sim. Controls actually work really good considering keyboard and mouse is now out of the equation. The only real con I have so far is the graphics can get a little ""fuzzy"" and there is the occasional framerate stutter. It's too bad none of the DLC is included and I hope it becomes available soon. Consoles definitely lack in the building sim/management genre so Cities is a welcome addition to my library even though I already I have the PC/Steam version. 8.5/10",MrWonderful
2196,WWE SmackDown vs. Raw 2007,Xbox360,10, This is the best smackdown! vs. raw game ever. I haven't actually got the chance to buy it but i have played it and it is intense!,KyleG.
2197,Sine Mora EX,PlayStation4,7,"A fun, side scrolling airplane shooter with a nice presentation and solid gameplay.  Levels are pretty short though.",wesker2012
2198,Mortal Kombat Komplete Edition,PC,10,"Best Fighting game on PC for now.Good port with lot of options and smooth gameplay.It includes all character and skin DLC's.PC version is obviously better than consoles.Well, for 30$ its an awesome game.",Asperyules
2199,Deus Ex: The Conspiracy,PlayStation2,10,"Not the greatest of ports, however it is still the greatest game on the Playstation 2 and possibly the greatest ever made to date (2012). You just got to look past those dated graphics, and read between the lines. I strongly reccomend the PC version though for the full experience, much quicker loading times and some fantastic mods, most notably New Vision + Biomod.",apdenton
2200,Ninja Gaiden II,Xbox360,3, Pluses: good graphics cool weapons and finishers. negatives: horrible camera frustrating bosses and enemy groups later on. the beginning is good but the rest is just frustrating mess that will make you want to put your fist trough your TV. any game thats this ridiculously frustrating is not fun. I played 6 hours worth and I'm so sick and tired of this piece of crap that I don't Pluses: good graphics cool weapons and finishers. negatives: horrible camera frustrating bosses and enemy groups later on. the beginning is good but the rest is just frustrating mess that will make you want to put your fist trough your TV. any game thats this ridiculously frustrating is not fun. I played 6 hours worth and I'm so sick and tired of this piece of crap that I don't think I'll ever play it again. I doubt I've ever had so much fun at the beginning and hated the game so soon after. only real hardcore fans of the series should get this.,wiggles
2201,Valkyrie Profile,PlayStation,10, This game is fantastic. It has an incredible story that will keep you playing for hours. Iis battle system is unique but a little bit hard to use. I highly reccomend this game!,Kliffoth
